,, all	15.22188354878489
House, learn	13.961827491107185
sort, task	13.961827491107185
all, conclude	13.26868031054724
chaos, state	13.26868031054724
set, task	12.575533129987294
about, task	12.170068021879128
conclude, forced	12.015917342051871
debate, morning	11.764602913770965
House, debate	11.476920841319183
must, set	11.476920841319183
laws, maritime	11.396878133645647
learn, lesson	11.189238768867403
learn, must	11.07145573321102
all, laws	10.91730505338376
forced, we	10.870785037748869
all, state	10.527840286622038
all, set	10.527840286622038
House, this	10.177637857188923
The, lesson	9.97284344454291
's, morning	9.936475800372035
chaos, of	9.918776223272634
set, we	9.918776223272634
is, lesson	9.757134871716218
forced, is	9.713332249057824
learn, that	9.699147614065868
out, sort	9.605118664417592
are, forced	9.484490676628978
sort, this	9.407950599506643
conclude, to	9.225629042712688
over, world	9.157806446373927
all, world	9.027353557976491
sort, to	8.992014191531183
all, are	8.688827932543438
forced, that	8.683712831876667
all, and	8.572755761290683
morning, this	8.532481862152743
laws, the	8.363405532108809
all, this	8.312853252945978
task, the	8.22203457892795
set, that	7.7985126870725425
all, that	7.6908390592488844
debate, in	7.538580527573664
a, state	6.851131368128357
in, state	6.483657796947399
the, world	5.032392207303759
., is	4.70022382519346
ROOT, is	4.696525561057027
