3.9257	1.2721	1
1.5905	0.4084	2
2.3126	0.9813	3
3.1993	1.0928	4
3.6898	2.2335	5
5	5	6
2.5903	1.3699	7
1.9025	0.5973	8
1.2847	0.5724	9
4.6666	0.8866	10
3.6254	2.4491	11
3.6668	1.8926	12
5	3.3171	13
5	5	14
4.3465	4.3465	15
3.5975	2.2183	16
3.3167	2.1936	17
4.5734	1.1069	18
3.9274	2.2675	19
0.9261	0.664	20
2.365	0.7254	21
2.6376	1.0959	22
3.6419	0.662	23
4.4855	4.6739	24
4.2841	3.6543	25
1.4745	0.6243	26
4.4029	4.7093	27
4.8233	4.8676	28
0.9993	0.2313	29
2.31	1.204	30
4.2663	0.3007	31
5	5	32
3.1939	0.5668	33
2.3575	2.1002	34
3.6075	3.6075	35
3.5012	2.2966	36
4.6094	4.5744	37
2.7072	1.436	38
4.6124	3.8038	39
1.7311	1.5233	40
2.6719	2.6112	41
4.4639	2.4702	42
2.067	0.9056	43
4.6573	5	44
3.8154	3.9316	45
4.7786	4.7786	46
3.8571	3.8571	47
4.6298	4.7027	48
2.6119	1.0912	49
2.0698	0.0345	50
4.2616	3.4305	51
3.8262	1.464	52
3.1685	1.2673	53
2.6239	0.8208	54
1.9403	1.1114	55
2.0976	0.9527	56
3.7745	1.7347	57
5	1.1011	58
3.3422	2.9789	59
3.7418	0.6953	60
3.1513	0.4867	61
2.19	0.1394	62
1.8291	0.7598	63
0.8354	0.4327	64
4.7631	4.7631	65
2.8518	0.6874	66
3.6038	1.1625	67
2.3881	1.3627	68
2.635	0.3711	69
3.1655	1.0889	70
4.8811	5	71
3.319	1.6108	72
4.4038	1.5325	73
0.838	0.2628	74
3.7808	2.6975	75
3.8615	0.3972	76
4.4844	0.3762	77
4.6808	4.8599	78
4.3781	2.1267	79
4.7232	4.6434	80
5	2.7064	81
2.6754	0.5394	82
3.8037	3.8037	83
4.4331	1.0806	84
4.9531	4.9235	85
3.4096	0.596	86
4.5902	4.5902	87
1.9518	0.4902	88
3.4729	3.3043	89
1.3343	0.5458	90
3.5711	2.1143	91
4.6402	3.7827	92
4.4236	5	93
5	2.7628	94
3.5625	1.9725	95
3.6409	2.5238	96
1.9968	0.1933	97
3.124	3.3849	98
3.7253	2.1055	99
2.6576	0.4479	100
4.6095	0.0997	101
4.1819	0.8746	102
0	0	103
4.572	5	104
1.7962	0.3981	105
3.9746	2.6814	106
4.2974	0.8591	107
4.6286	1.4264	108
2.8508	0.3545	109
3.787	0.1811	110
3.9424	4.1218	111
3.5184	0.8065	112
3.8407	4.2972	113
2.7915	1.7998	114
5	2.0081	115
3.8843	1.6268	116
5	0.2109	117
3.5913	4.2708	118
1.8227	0.7418	119
4.7253	2.8084	120
4.8782	1.8726	121
2.4211	0.9479	122
3.8602	1.3097	123
3.8589	3.9296	124
4.1462	3.4956	125
2.6844	3.0273	126
2.5599	0.7023	127
3.1879	3.0254	128
4.7691	4.7691	129
4.474	3.7103	130
3.1384	1.0174	131
1.7925	0.855	132
4.8962	1.6676	133
3.8327	2.1579	134
1.7	0.9186	135
1.8646	2.2979	136
2.5846	1.1224	137
3.4553	3.2288	138
0.6552	0.3866	139
4.6672	5	140
0.918	1.5142	141
2.6648	2.2752	142
4.1317	0.3775	143
2.443	1.5606	144
1.9901	2.2241	145
4.7338	3.7777	146
2.1937	0.1471	147
5	1.9046	148
3.816	2.9223	149
2.1974	0.8928	150
4.8672	3.3278	151
4.8283	2.7891	152
4.5522	4.735	153
5	0	154
4.8052	0.6278	155
1.6784	0.7418	156
3.7817	4.4184	157
3.4618	1.3896	158
1.1452	0.6446	159
3.7752	1.4737	160
4.1788	1.5933	161
0.1346	0.0581	162
4.7827	4.6071	163
5	5	164
1.9215	0.1888	165
4.3454	3.4113	166
2.7821	1.9436	167
3.0186	1.9139	168
2.7085	2.811	169
4.3289	5	170
4.1528	1.3808	171
5	5	172
2.4578	1.1286	173
2.9351	1.3615	174
3.5918	1.1031	175
1.3979	2.0762	176
3.038	0.6708	177
2.9032	1.1846	178
1.1017	0.3391	179
3.4028	1.3719	180
3.9541	2.8139	181
2.5028	3.7068	182
4.8754	4.612	183
4.9614	5	184
3.8196	3.7696	185
5	0.7289	186
2.4955	1.9539	187
2.3378	2.3378	188
3.7252	3.3357	189
0.9552	0.6081	190
