1.427	0.4384	1
5	5	2
5	5	3
2.2025	0.999	4
3.3508	1.7059	5
4.3206	1.7656	6
3.347	1.4561	7
1.4613	0	8
4.2552	4.2552	9
3.3206	0.3934	10
3.9968	2.6826	11
4.7461	4.7461	12
3.6303	1.1315	13
3.4918	2.558	14
3.2272	0.4351	15
1.2301	0	16
4.7998	2.0162	17
1.323	0.747	18
1.1898	0.2793	19
0.2451	0.0524	20
0.9732	0.4729	21
5	4.706	22
3.8574	1.3326	23
3.115	1.2002	24
0.8282	0.0983	25
3.8958	1.6646	26
2.2648	0	27
1.1568	0	28
2.3578	0.0117	29
2.812	0.3164	30
3.0101	1.0514	31
2.1835	1.802	32
4.1586	5	33
4.4442	3.3808	34
4.6293	4.314	35
1.557	1.557	36
3.842	3.9689	37
4.5775	4.6572	38
0.1973	0.1006	39
2.7291	1.3042	40
4.1737	0.4222	41
2.9756	2.4775	42
4.8116	4.0995	43
4.5625	3.5544	44
3.5694	1.8346	45
4.3653	4.9401	46
4.7923	0	47
5	4.6693	48
3.6001	2.0002	49
4.2696	3.1124	50
2.6168	0.958	51
2.6829	1.565	52
0.9389	0.0698	53
1.6654	1.5158	54
3.3181	2.4108	55
4.4564	3.8603	56
0.1505	0	57
2.8632	2.5059	58
3.2619	5	59
4.8406	1.0443	60
4.8721	0.3818	61
4.5873	3.5902	62
0.868	0.4033	63
4.5036	3.3956	64
2.8619	0.4906	65
4.273	0.6552	66
4.9159	4.8666	67
4.2535	1.166	68
4.6917	3.6049	69
2.0306	0.7676	70
1.9121	0.9466	71
2.3976	0.47	72
4.8116	4.0995	73
5	5	74
4.3161	2.098	75
4.0148	1.8067	76
4.4493	0.5729	77
5	5	78
3.5207	1.134	79
4.7062	1.0083	80
5	1.5148	81
2.0413	0.8482	82
0.2964	0	83
2.0273	0.3564	84
1.1447	0.1147	85
4.2278	2.7585	86
4.8883	3.3927	87
5	2.6994	88
3.9052	0.7183	89
0.5631	0.0733	90
2.1875	3.2287	91
1.3058	1.2737	92
2.8302	1.8616	93
1.6521	0.4693	94
4.1704	0.3198	95
0.8968	0.0266	96
2.2236	0.7767	97
3.9818	3.3998	98
0	0	99
2.403	0	100
3.8666	1.8888	101
2.7296	0.7132	102
2.106	0.7565	103
2.9703	3.4932	104
1.9572	0.9913	105
4.3141	3.9467	106
2.9124	1.5619	107
1.0273	0.6656	108
3.2673	1.2802	109
2.792	1.8505	110
1.6801	1.2354	111
0.3854	0.2501	112
3.4743	1.8966	113
4.4749	4.4749	114
3.2779	0.9539	115
4.692	3.5522	116
3.5933	1.4309	117
1.8452	0.1169	118
3.6403	3.6403	119
4.2443	0.8215	120
2.5863	0	121
0.7024	0.499	122
2.618	0.9643	123
3.4437	1.0222	124
2.8203	0.5331	125
3.9485	3.3409	126
5	5	127
2.4933	1.1187	128
2.7283	0.7582	129
4.6704	4.7414	130
3.7786	1.0506	131
2.4416	0.8961	132
2.264	0.4292	133
1.3155	0.3094	134
4.5546	5	135
4.646	2.3933	136
2.3738	0.621	137
4.4242	1.366	138
2.9406	2.8436	139
2.5642	0.1422	140
1.4963	0.6107	141
4.8849	1.6434	142
4.4527	4.4527	143
4.4931	0.6976	144
2.9693	1.6348	145
5	3.7371	146
2.9588	2.4161	147
1.9466	0.3013	148
4.8864	5	149
3.136	2.4351	150
1.7679	2.9112	151
1.58	0.3848	152
3.3348	1.83	153
4.3339	2.7171	154
2.3184	0.6582	155
4.1469	3.832	156
4.6094	4.2281	157
3.3396	1.6722	158
1.0906	0.2419	159
2.8418	0.9538	160
3.9066	4.0187	161
2.9906	0.8354	162
1.8726	1.5101	163
4.4946	4.2011	164
0.7027	0.1909	165
1.0759	0.4703	166
4.8416	2.8267	167
2.8212	0.5778	168
4.0627	2.8323	169
1.6734	0.6082	170
4.6795	0.6056	171
2.9301	1.4994	172
2.6799	0.0952	173
2.8983	1.4881	174
0.6929	0.2922	175
2.0728	2.0775	176
4.2499	3.831	177
4.7037	0	178
0.1407	0.0595	179
4.2771	4.2041	180
3.6988	0.6739	181
3.7568	3.7568	182
4.872	1.8329	183
3.3365	1.0842	184
3.8506	1.1406	185
4.0501	4.66	186
2.7767	1.6467	187
1.4648	0.5909	188
1.5733	0.5272	189
2.7813	0.4203	190
3.1982	2.6056	191
