standing	35.12516067973319
vests	32.84101641668386
tracks	31.58619319593886
shine	29.545179550679528
workers	24.584251726887135
number	23.559855221270166
day	20.749261462533823
hats	18.530493796428452
wearing	13.939326001358328
railway	11.234687544679733
railroad	8.836792271881363
orange	8.238955271125743
large	6.1327906593051535
hard	5.894748503440877
some	4.375247542643817
A	4.192255695705717
by	3.2816035548112583
are	3.2575199547673552
on	2.7355904375329048
that	2.389942739731266
and	1.7970522502668649
of	1.78400569056123
.	0.7826981165216731
ROOT	0.6931471805599453
