frames	47.21464037725839
clothes	30.18323236226319
looking	24.949901083662475
children	22.69089873403263
take	20.98457570399766
dressed	16.099426542974427
picture	14.400893813054676
them	13.348429855367073
happily	9.625249632245634
warm	7.861661039984274
swing	7.366964798148167
below	7.363486533771843
order	6.626189568598967
Two	6.385264844167197
in	5.858266376737086
through	5.034516494055311
at	3.112959626793327
a	1.7688913319220947
to	1.7374028723386792
the	1.295286022295937
.	0.7826981165216731
ROOT	0.6931471805599453
