picks	44.042679483047024
standing	36.423720149300244
glass	30.89010712037848
bowl	28.803334374081803
bird	24.907035826042687
table	21.648009237813802
places	20.826251130531
containing	17.382790656097367
something	11.123685001192975
liquid	8.515090119440874
plastic	7.744223883705193
large	6.077250980510859
a	5.334507541242552
A	4.227676170807691
up	4.078619179429437
it	3.0140078568160167
on	2.7615942615929043
in	1.9666610792267416
and	1.7976764027280803
of	1.7714346334674909
.	0.7906729971529243
ROOT	0.6931480444441849
